GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AGS001,AGS002,AGS003,AGS004,AGS005,AGS006,AGS007,AGS008,AGS009,AGS010,AGS011,AGS012,AGS013,AGS014,AGS015,AGS016,AGS017,AGS018,AGS019,AGS020,AGS021,AGT001,AGU001
"G0100470","1860","Alabama","010","Dallas","0470","Dallas",125,112,81,97,46,56,53,38,35,163,107,118,67,47,58,43,30,2,2,0,0,1280,25760
"G0100490","1860","Alabama","010","DeKalb","0490","Dekalb",48,22,18,15,15,10,4,9,2,11,5,4,2,0,0,0,0,0,0,0,0,165,848
"G0100570","1860","Alabama","010","Fayette","0570","Fayette",87,49,33,23,21,18,15,18,11,39,9,6,0,1,0,0,0,0,0,0,0,330,1703
"G0100590","1860","Alabama","010","Franklin","0590","Franklin",75,35,43,39,34,23,19,17,18,61,33,46,23,16,12,17,8,0,0,0,0,519,8495
"G0100630","1860","Alabama","010","Greene","0630","Greene",101,75,68,72,46,47,43,42,33,154,97,106,74,44,33,43,29,7,1,0,0,1115,23598
"G0100670","1860","Alabama","010","Henry","0670","Henry",89,60,52,36,26,21,28,18,15,46,36,35,8,13,3,2,1,0,0,0,0,489,4433
"G0100710","1860","Alabama","010","Jackson","0710","Jackson",113,73,52,34,36,22,22,17,10,33,23,30,10,5,1,1,0,0,0,0,0,482,3405
"G0100730","1860","Alabama","010","Jefferson","0730","Jefferson",39,32,33,33,13,19,10,11,11,37,20,9,9,4,1,2,1,0,0,0,0,284,2649
"G0100770","1860","Alabama","010","Lauderdale","0770","Lauderdale",91,49,46,41,29,23,16,17,15,67,45,32,14,13,7,11,5,0,1,0,0,522,6737
"G0100790","1860","Alabama","010","Lawrence","0790","Lawrence",57,29,24,22,23,32,18,9,13,47,26,29,16,16,10,9,11,0,0,0,0,391,6788
"G0100830","1860","Alabama","010","Limestone","0830","Limestone",167,83,48,42,32,24,30,14,18,47,36,39,24,19,21,12,5,0,0,0,0,661,8085
"G0100850","1860","Alabama","010","Lowndes","0850","Lowndes",146,94,85,66,57,42,42,39,33,120,73,100,61,44,43,34,18,1,0,0,0,1098,19340
"G0100870","1860","Alabama","010","Macon","0870","Macon",84,74,58,53,51,55,47,44,32,144,79,115,63,47,45,18,9,2,0,0,0,1020,18176
"G0100890","1860","Alabama","010","Madison","0890","Madison",168,133,91,75,72,40,46,38,28,134,72,86,53,31,25,15,10,0,0,0,0,1117,14573
"G0100910","1860","Alabama","010","Marengo","0910","Marengo",92,65,52,38,54,41,38,44,22,106,72,69,65,34,54,48,41,7,2,0,0,944,24409
"G0100930","1860","Alabama","010","Marion","0930","Marion",63,20,20,17,15,8,9,4,6,23,9,5,4,1,0,0,0,0,0,0,0,204,1283
"G0100950","1860","Alabama","010","Marshall","0950","Marshall",51,28,29,10,13,14,12,8,4,18,16,10,3,4,3,1,0,0,0,0,0,224,1821
"G0100970","1860","Alabama","010","Mobile","0970","Mobile",439,291,168,149,113,115,82,72,49,144,67,54,17,9,7,5,4,0,0,0,0,1785,11376
"G0100990","1860","Alabama","010","Monroe","0990","Monroe",101,66,41,51,51,39,28,20,23,73,50,61,25,15,16,13,3,0,0,0,0,676,8705
"G0101010","1860","Alabama","010","Montgomery","1010","Montgomery",188,132,91,107,74,69,47,52,48,151,90,91,70,55,50,38,27,3,2,0,0,1385,23710
"G0101030","1860","Alabama","010","Morgan","1030","Morgan",77,54,29,32,32,21,13,16,15,34,22,20,8,7,8,2,1,0,0,0,0,391,3706
"G0101050","1860","Alabama","010","Perry","1050","Perry",143,96,64,69,36,40,54,48,34,108,76,93,45,30,53,42,14,0,0,0,0,1045,18206
"G0101070","1860","Alabama","010","Pickens","1070","Pickens",217,148,86,73,61,57,31,31,25,111,68,77,39,13,19,11,4,0,0,0,0,1071,12191
"G0101090","1860","Alabama","010","Pike","1090","Pike",174,115,111,77,64,61,43,37,31,99,66,67,24,17,10,3,0,0,0,0,0,999,8785
"G0101110","1860","Alabama","010","Randolph","1110","Randolph",119,56,50,37,28,31,16,14,9,29,8,6,3,0,0,0,0,0,0,0,0,406,1904
"G0101130","1860","Alabama","010","Russell","1130","Russell",162,96,96,50,64,49,41,33,35,110,65,84,61,30,34,25,8,0,1,0,0,1044,15638
"G0101150","1860","Alabama","010","St Clair","1150","St Clair",63,27,30,25,16,11,4,10,12,23,15,17,3,0,0,1,0,0,0,0,0,257,1768
"G0101170","1860","Alabama","010","Shelby","1170","Shelby",87,55,32,26,39,16,22,10,8,65,18,32,10,3,4,1,0,0,0,0,0,428,3622
"G0101190","1860","Alabama","010","Sumter","1190","Sumter",65,65,51,58,44,38,31,33,31,123,77,86,63,26,53,30,14,0,1,0,0,889,18091
"G0101210","1860","Alabama","010","Talladega","1210","Talladega",127,88,76,62,50,38,39,36,27,74,47,65,18,22,15,9,3,0,0,0,0,796,8865
"G0101230","1860","Alabama","010","Tallapoosa","1230","Tallapoosa",127,93,63,64,57,43,41,28,31,98,55,45,17,3,7,3,1,0,0,0,0,776,6672
"G0101250","1860","Alabama","010","Tuscaloosa","1250","Tuscaloosa",146,100,76,47,60,50,49,36,25,100,57,64,31,14,14,11,5,1,0,0,0,886,10145
"G0101270","1860","Alabama","010","Walker","1270","Walker",32,20,9,9,3,8,4,3,1,9,1,3,0,0,0,0,0,0,0,0,0,102,519
"G0101290","1860","Alabama","010","Washington","1290","Washington",32,15,15,12,10,9,5,8,7,17,11,14,8,3,8,3,2,0,0,0,0,179,2494
